"","name","date","sales","sales_share","boxoffice_num","num_of_screen","rep_nation","nation","num_of_screenings","distributor","director1","director2","director3","director4","director5","director6","director7","actor1","actor2","actor3","actor4","actor5","actor6","actor7","actor8","actor9","actor10","actor11","actor12","actor13","actor14","actor15","actor16","date2","month","year","y","director8","director9","actor17","actor18","actor19","nation2"
"88","헬보이","2019.4.10","2,777,106,321","0.1%","323,198","726","26,507","미국","미국","메가박스중앙(주)플러스엠"," 길예르모 델 토로","","","","","",""," 론 펄먼"," 존 허트"," 셀마 블레어"," 루퍼트 에반스"," 카렐 로든"," 제프리 탬버","","","","","","","","","","","0","04","2019",19,NA,NA,NA,NA,NA,"2"
"89","예스터데이","2019.9.18","2,580,213,100","0.1%","306,332","816","23,340","미국","미국,영국","유니버설픽쳐스인터내셔널 코리아(유)","","","","","","","","","","","","","","","","","","","","","","","","0","09","2019",19,NA,NA,NA,NA,NA,"2"
"90","천로역정: 천국을 찾아서","2019.6.13","2,202,838,010","0.1%","296,588","381","8,329","미국","미국","(재)CBS,주식회사 마운틴픽쳐스"," 로버트 페르난데스","","","","","",""," 존 라이스 데이비스"," 벤 프라이스","","","","","","","","","","","","","","","0","06","2019",19,NA,NA,NA,NA,NA,"2"
"91","미성년","2019.4.11","2,494,615,950","0.1%","293,352","673","27,314","한국","한국","(주)쇼박스"," 김윤석","","","","","",""," 염정아"," 김소진"," 김혜준"," 박세진"," 김윤석","","","","","","","","","","","","0","04","2019",19,NA,NA,NA,NA,NA,"1"
"92","배심원들","2019.5.15","2,306,806,090","0.1%","288,579","784","20,271","한국","한국","CGV아트하우스"," 홍용호","","","","","",""," 장유"," 김가빈"," 고서희","","","","","","","","","","","","","","0","05","2019",19,NA,NA,NA,NA,NA,"1"
"93","기방도령","2019.7.10","2,330,230,190","0.1%","287,053","625","16,652","한국","한국","판씨네마(주)"," 남대중","","","","","",""," 준호"," 정소민"," 최귀화"," 예지원"," 공명","","","","","","","","","","","","0","07","2019",19,NA,NA,NA,NA,NA,"1"
"94","신데렐라:마법 반지의 비밀","2019.2.20","2,114,475,240","0.1%","284,922","575","9,977","미국","미국","예지림엔터테인먼트"," 린 사우더랜드","","","","","",""," 사문영"," 김혜성"," 남도형","","","","","","","","","","","","","","0","02","2019",19,NA,NA,NA,NA,NA,"2"
"95","원스 어폰 어 타임... 인 할리우드","2019.9.25","2,269,807,670","0.1%","277,319","678","15,147","미국","미국","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점"," 쿠엔틴 타란티노","","","","","",""," 레오나르도 디카프리오"," 브래드 피트"," 마고 로비","","","","","","","","","","","","","","0","09","2019",19,NA,NA,NA,NA,NA,"2"
"96","기묘한 가족","2019.2.13","2,121,514,275","0.1%","263,598","625","15,314","한국","한국","메가박스중앙(주)플러스엠"," 이민재","","","","","",""," 정재영"," 김남길"," 엄지원"," 이수경"," 정가람"," 박인환","","","","","","","","","","","0","02","2019",19,NA,NA,NA,NA,NA,"1"
"97","악질경찰","2019.3.20","2,256,615,278","0.1%","262,233","833","22,785","한국","한국","워너브러더스 코리아(주)"," 베르너 헤어조크","","","","","",""," 니콜라스 케이지"," 에바 멘데스"," 발 킬머","","","","","","","","","","","","","","0","03","2019",19,NA,NA,NA,NA,NA,"1"
"98","라스트 크리스마스","2019.12.5","2,058,391,130","0.1%","249,323","623","14,580","미국","미국","유니버설픽쳐스인터내셔널 코리아(유)","","","","","","","","","","","","","","","","","","","","","","","","0","12","2019",19,NA,NA,NA,NA,NA,"2"
"99","메리 포핀스 리턴즈","2019.2.14","1,816,281,960","0.1%","224,160","573","11,128","미국","미국","월트디즈니컴퍼니코리아 유한책임회사"," 롭 마샬","","","","","",""," 에밀리 블런트"," 린-마누엘 미란다"," 벤 위쇼","","","","","","","","","","","","","","0","02","2019",19,NA,NA,NA,NA,NA,"2"
"100","명탐정 코난: 감청의 권","2019.7.24","1,740,310,530","0.1%","219,078","602","8,790","일본","일본","(주)씨제이이엔엠"," 나가오카 치카","","","","","",""," 타카야마 미나미"," 야마자키 와카나"," 코야마 리키야"," 야마구치 캇페이","","","","","","","","","","","","","0","07","2019",19,NA,NA,NA,NA,NA,"3"
"101","스윙키즈","2018.12.19","1,786,104,690","0.1%","214,314","587","10,010","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"," 토머스 카터","","","","","",""," 로버트 숀 레오나드"," 크리스찬 베일","","","","","","","","","","","","","","","0","12","2018",19,NA,NA,NA,NA,NA,"1"
"102","커런트 워","2019.8.22","1,817,540,600","0.1%","210,945","276","10,983","미국","미국","(주)이수C&E"," 알폰소 고메즈-레존","","","","","",""," 베네딕트 컴버배치"," 톰 홀랜드"," 니콜라스 홀트"," 마이클 섀넌","","","","","","","","","","","","","0","08","2019",19,NA,NA,NA,NA,NA,"2"
"103","어린 의뢰인","2019.5.22","1,686,149,600","0.1%","204,259","671","17,416","한국","한국","롯데컬처웍스(주)롯데엔터테인먼트"," 장규성","","","","","",""," 이동휘"," 유선"," 최명빈"," 이주원","","","","","","","","","","","","","0","05","2019",19,NA,NA,NA,NA,NA,"1"
"104","안녕, 티라노: 영원히, 함께","2019.8.14","1,591,019,230","0.1%","203,667","512","7,421","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"," 시즈노 코분","","","","","",""," 시영준"," 정혜원"," 이세은","","","","","","","","","","","","","","0","08","2019",19,NA,NA,NA,NA,NA,"1"
"105","비스트","2019.6.26","1,606,470,590","0.1%","203,042","737","12,404","한국","한국","(주)넥스트엔터테인먼트월드(NEW)","","","","","","","","","","","","","","","","","","","","","","","","0","06","2019",19,NA,NA,NA,NA,NA,"1"
"106","요로나의 저주","2019.4.17","1,784,935,221","0.1%","202,756","620","18,561","미국","미국","워너브러더스 코리아(주)"," 마이클 차베즈","","","","","",""," 린다 카델리니","","","","","","","","","","","","","","","","0","04","2019",19,NA,NA,NA,NA,NA,"2"
"107","언니","2019.1.1","1,746,373,250","0.1%","197,134","530","11,315","한국","한국","(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온","","","","","","","","","","","","","","","","","","","","","","","","0","01","2019",19,NA,NA,NA,NA,NA,"1"
"108","언더독","2019.1.16","1,494,957,830","0.1%","195,183","612","10,774","한국","한국","(주)넥스트엔터테인먼트월드(NEW)","","","","","","","","","","","","","","","","","","","","","","","","0","01","2019",19,NA,NA,NA,NA,NA,"1"
"109","롱 샷","2019.7.24","1,677,753,797","0.1%","191,122","454","8,318","미국","미국","TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹"," 조나단 레빈","","","","","",""," 샤를리즈 테론"," 세스 로건","","","","","","","","","","","","","","","0","07","2019",19,NA,NA,NA,NA,NA,"2"
"110","앵그리 버드 2: 독수리 왕국의 침공","2019.8.7","1,437,751,073","0.1%","188,987","512","7,252","미국","미국","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점","","","","","","","","","","","","","","","","","","","","","","","","0","08","2019",19,NA,NA,NA,NA,NA,"2"
"111","우상","2019.3.20","1,581,839,728","0.1%","183,784","900","18,545","한국","한국","CGV아트하우스"," 이수진","","","","","",""," 한석규"," 설경구"," 천우희","","","","","","","","","","","","","","0","03","2019",19,NA,NA,NA,NA,NA,"1"
"112","엔젤 해즈 폴른","2019.11.13","1,479,789,022","0.1%","181,400","601","14,367","미국","미국","메가박스중앙(주)플러스엠"," 릭 로먼 워","","","","","",""," 제라드 버틀러"," 모건 프리먼","","","","","","","","","","","","","","","0","11","2019",19,NA,NA,NA,NA,NA,"2"
"113","두번할까요","2019.10.17","1,457,656,120","0.1%","176,020","658","16,246","한국","한국","(주)리틀빅픽쳐스"," 박용집","","","","","",""," 권상우"," 이정현"," 이종혁","","","","","","","","","","","","","","0","10","2019",19,NA,NA,NA,NA,NA,"1"
"114","점박이 한반도의 공룡2 : 새로운 낙원","2018.12.25","1,352,205,400","0.1%","174,833","581","6,089","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"," 한상호","","","","","",""," 박희순"," 라미란"," 김성균","","","","","","","","","","","","","","0","12","2018",19,NA,NA,NA,NA,NA,"1"
"115","자전차왕 엄복동","2019.2.27","1,304,861,670","0.1%","172,212","624","11,245","한국","한국","(주)셀트리온엔터테인먼트"," 김유성","","","","","",""," 비"," 강소라"," 이범수","","","","","","","","","","","","","","0","02","2019",19,NA,NA,NA,NA,NA,"1"
"116","진범","2019.7.10","1,430,365,000","0.1%","168,119","224","8,819","한국","한국","(주)리틀빅픽쳐스"," 고정욱","","","","","",""," 송새벽"," 유선","","","","","","","","","","","","","","","0","07","2019",19,NA,NA,NA,NA,NA,"1"
"117","더 페이버릿: 여왕의 여자","2019.2.21","1,380,191,276","0.1%","164,372","128","5,748","미국","미국","이십세기폭스코리아(주)"," 요르고스 란티모스","","","","","",""," 올리비아 콜맨"," 엠마 스톤"," 레이첼 와이즈","","","","","","","","","","","","","","0","02","2019",19,NA,NA,NA,NA,NA,"2"
"118","이웃집 토토로","2001.7.28","1,336,253,176","0.1%","162,737","435","6,833","일본","일본","(주)스마일이엔티,(주)키다리이엔티"," 미야자키 하야오","","","","","",""," 히다카 노리코"," 사카모토 치카"," 타카기 히토시","","","","","","","","","","","","","","2019.6.6","06","2019",19,NA,NA,NA,NA,NA,"3"
"119","가버나움","2019.1.24","1,196,849,219","0.1%","145,017","111","5,360","기타","기타","그린나래미디어(주),플레이리스트(주)"," 나딘 라바키","","","","","",""," 자인 알 라피아"," 요르다노스 시프로우","","","","","","","","","","","","","","","0","01","2019",19,NA,NA,NA,NA,NA,"3"
"120","벌새","2019.8.29","1,172,373,574","0.1%","144,255","145","7,457","한국","한국","(주)엣나인필름,(주)콘텐츠판다","","","","","","","","","","","","","","","","","","","","","","","","0","08","2019",19,NA,NA,NA,NA,NA,"1"
"121","눈의 여왕4","2019.12.24","1,044,574,960","0.1%","143,853","541","4,093","러시아","러시아","(주)넥스트엔터테인먼트월드(NEW)"," 로버트 렌스"," 알렉세이 트시칠린","","","","",""," 양정화"," 박지윤"," 임채헌","","","","","","","","","","","","","","0","12","2019",19,NA,NA,NA,NA,NA,"3"
"122","크롤","2019.11.27","1,126,287,080","0.1%","140,336","612","10,514","미국","미국","롯데컬처웍스(주)롯데엔터테인먼트"," 폴 차이나","","","","","",""," 조지 셰프소브"," 조지나 헤이그"," 폴 홈즈"," 앤디 바클레이"," 폴 브라이언트"," 로렌 딜런","","","","","","","","","","","0","11","2019",19,NA,NA,NA,NA,NA,"2"
"123","극장판 엉덩이 탐정: 화려한 사건 수첩","2019.7.11","1,094,031,140","0.1%","138,118","561","5,320","일본","일본","(주)넥스트엔터테인먼트월드(NEW)"," 히라야마 미호","","","","","",""," 김은아"," 소연","","","","","","","","","","","","","","","0","07","2019",19,NA,NA,NA,NA,NA,"3"
"124","해리포터와 비밀의 방","2002.12.13","1,198,151,000","0.1%","137,788","33","2,816","미국","미국","워너브러더스 코리아(주)"," 크리스 콜럼버스","","","","","",""," 다니엘 래드클리프"," 루퍼트 그린트"," 엠마 왓슨","","","","","","","","","","","","","","2019.2.20","02","2019",19,NA,NA,NA,NA,NA,"2"
"125","0.0MHz","2019.5.29","1,088,258,860","0.1%","137,294","446","5,998","한국","한국","(주)스마일이엔티"," 유선동","","","","","",""," 정은지"," 이성열"," 최윤영"," 신주환"," 정원창","","","","","","","","","","","","0","05","2019",19,NA,NA,NA,NA,NA,"1"
"126","좀비랜드: 더블 탭","2019.11.13","1,176,173,880","0.1%","136,869","585","13,536","미국","미국","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점"," 루벤 플레셔","","","","","",""," 우디 해럴슨"," 제시 아이젠버그"," 아비게일 브레스린"," 엠마 스톤","","","","","","","","","","","","","0","11","2019",19,NA,NA,NA,NA,NA,"2"
"127","바이스","2019.4.11","1,158,371,984","0.1%","136,483","241","9,835","미국","미국","(주)콘텐츠판다","","","","","","","","","","","","","","","","","","","","","","","","0","04","2019",19,NA,NA,NA,NA,NA,"2"
"128","미드웨이","2019.12.31","1,085,659,520","0.1%","133,373","777","2,592","미국","미국","(주)누리픽쳐스"," 잭 스마이트","","","","","",""," 찰톤 헤스톤"," 헨리 폰다","","","","","","","","","","","","","","","0","12","2019",19,NA,NA,NA,NA,NA,"2"
"129","프린스 코기","2019.12.24","1,028,933,300","0.1%","132,958","455","3,987","벨기에","벨기에","(주)이수C&E"," 벤 스타센"," 빈센트 케스텔루트","","","","",""," 심규혁"," 김리흔"," 엄상현"," 김혜성"," 김현지"," 김옥경","","","","","","","","","","","0","12","2019",19,NA,NA,NA,NA,NA,"3"
"130","윤희에게","2019.11.14","931,873,501","0.0%","117,019","317","6,795","한국","한국","(주)리틀빅픽쳐스"," 임대형","","","","","",""," 김희애"," 김소혜"," 성유빈"," 나카무라 유코"," 키노 하나","","","","","","","","","","","","0","11","2019",19,NA,NA,NA,NA,NA,"1"
"131","명탐정 코난:전율의 악보","2019.2.14","890,692,400","0.0%","116,059","213","3,254","일본","일본","(주)씨제이이엔엠"," 야마모토 야스이치로","","","","","",""," 타카야마 미나미"," 야마자키 와카나"," 쿠와시마 호우코","","","","","","","","","","","","","","0","02","2019",19,NA,NA,NA,NA,NA,"3"
"132","안나","2019.8.28","958,388,240","0.1%","116,029","431","7,492","프랑스","프랑스","판씨네마(주)","","","","","","","","","","","","","","","","","","","","","","","","0","08","2019",19,NA,NA,NA,NA,NA,"3"
"133","교회오빠","2019.5.16","896,547,710","0.0%","112,712","200","5,245","한국","한국","커넥트픽쳐스(주)"," 이호경","","","","","",""," 이관희"," 오은주"," 이소연","","","","","","","","","","","","","","0","05","2019",19,NA,NA,NA,NA,NA,"1"
"134","로켓맨","2019.6.5","936,108,063","0.0%","108,586","640","9,870","영국","영국,미국","롯데컬처웍스(주)롯데엔터테인먼트"," 니콜라스 콜라","","","","","","","","","","","","","","","","","","","","","","","0","06","2019",19,NA,NA,NA,NA,NA,"3"
"135","암전","2019.8.15","933,064,215","0.0%","105,574","423","5,127","한국","한국","TCO(주)더콘텐츠온"," 두기봉","","","","","",""," 유덕화"," 유청운"," 몽가혜","","","","","","","","","","","","","","0","08","2019",19,NA,NA,NA,NA,NA,"1"
"136","미래의 미라이","2019.1.16","850,050,957","0.0%","104,954","508","7,506","일본","일본","메가박스중앙(주)플러스엠"," 호소다 마모루","","","","","",""," 카미시라이시 모카"," 쿠로키 하루","","","","","","","","","","","","","","","0","01","2019",19,NA,NA,NA,NA,NA,"3"
"137","람보 : 라스트 워","2019.10.23","800,099,140","0.0%","103,199","483","8,220","미국","미국","TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹"," 애드리언 그런버그","","","","","",""," 실베스터 스탤론","","","","","","","","","","","","","","","","0","10","2019",19,NA,NA,NA,NA,NA,"2"
"138","공포의 묘지","2019.4.10","894,409,836","0.0%","102,826","564","11,578","미국","미국","롯데컬처웍스(주)롯데엔터테인먼트"," 레베카 매튜스","","","","","",""," 제시카 오툴"," 데이비드 코터"," 리타 시디퀴","","","","","","","","","","","","","","0","04","2019",19,NA,NA,NA,NA,NA,"2"
"139","원더랜드","2019.8.14","766,608,510","0.0%","102,715","404","3,948","미국","미국","롯데컬처웍스(주)롯데엔터테인먼트"," 제임스 콕스","","","","","",""," 발 킬머"," 케이트 보스워스"," 리사 쿠드로"," 조쉬 루카스"," 팀 블레이크 넬슨"," 딜란 맥더모트","","","","","","","","","","","0","08","2019",19,NA,NA,NA,NA,NA,"2"
"140","크게 될 놈","2019.4.18","781,972,420","0.0%","102,374","447","7,901","한국","한국","(주)영화사오원"," 강지은","","","","","",""," 김해숙"," 손호준","","","","","","","","","","","","","","","0","04","2019",19,NA,NA,NA,NA,NA,"1"
"141","콜드 체이싱","2019.2.20","777,401,607","0.0%","101,694","480","7,872","영국","영국","(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"," 한스 페터 몰란트","","","","","",""," 리암 니슨"," 톰 베이트먼","","","","","","","","","","","","","","","0","02","2019",19,NA,NA,NA,NA,NA,"3"
