,X,name,nation,rep_nation,distributor,director1,director2,director3,director4,director5,director6,director7,director8,director9,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,date3,month,year,sales0,boxoffice_num0,num_of_screen0,num_of_screening0,nation2,num_of_ch,major_distributor,grade,time,gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,sales_share,a_avg_dir,r_avg_dir,a_avg_act,r_avg_act
542,1426,라자루스,미국,미국,(유)조이앤시네마,,,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.7.2,7,2015,215951800,27445,89,1232,미국,0,0,15세 관람가,83,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00%,14488.5,6.97,754204.2467,7.867
543,137,람보 : 라스트 워,미국,미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹", 애드리언 그런버그,,,,,,,NA,NA, 실베스터 스탤론,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.10.23,10,2019,800099140,103199,483,8220,미국,1,0,청소년 관람불가,101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00%,131359.2667,7.835,129255.2,7.38
544,782,래빗 스쿨,독일,독일,예지림엔터테인먼트,,,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.11.23,11,2017,401768900,55784,314,2277,기타,0,0,전체 관람가,76,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,25185.33333,7.896666667,0,8.85
545,342,램페이지,미국,미국,워너브러더스 코리아(주), 브래드 페이튼,,,,,,,,, 드웨인 존슨, 제프리 딘 모건, 나오미 해리스, 말린 애커맨,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.4.12,4,2018,11951980109,1385511,909,55295,미국,4,1,12세 관람가,107,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.70%,869600,7.748,844815.2083,7.700916667
546,1362,러덜리스,미국,미국,그린나래미디어(주), 윌리암 H. 머시,,NA,NA,NA,NA,NA,NA,NA, 빌리 크루덥, 안톤 옐친,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.7.9,7,2015,613113720,77867,117,3525,미국,2,0,12세 관람가,105,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,83500,8.86,511004.6667,7.97125
547,1333,러브 라이브! 더 스쿨 아이돌 무비,일본,일본,(주)박수엔터테인먼트, 쿄고쿠 타카히코,,NA,NA,NA,NA,NA,NA,NA, 닛타 에미, 난죠 요시노, 우치다 아야, 미모리 스즈코, 이이다 리호, 파일, 쿠스다 아이나, 쿠보 유리카, 토쿠이 소라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.9.3,9,2015,985069000,130223,66,2637,기타,9,0,전체 관람가,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,160000,9.085,0,0
548,888,러브 액츄얼리,미국,"미국,영국","(주)제이앤씨미디어그룹,와이드 릴리즈(주),UIP코리아,(유)조이앤시네마", 리차드 커티스,,,,NA,NA,NA,NA,NA, 휴 그랜트, 리암 니슨, 콜린 퍼스, 로라 리니, 엠마 톰슨, 앨런 릭먼, 키이라 나이틀리, 마틴 맥커친, 빌 나이,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.12.20,12,2017,167459800,19561,97,817,미국,9,0,15세 관람가,130,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,1029000,8.898571429,322264.4218,8.263363095
549,1367,러브 액츄얼리,미국,"미국,영국","(주)제이앤씨미디어그룹,와이드 릴리즈(주),UIP코리아,(유)조이앤시네마", 리차드 커티스,,NA,NA,NA,NA,NA,NA,NA, 휴 그랜트, 리암 니슨, 콜린 퍼스, 로라 리니, 엠마 톰슨, 앨런 릭먼, 키이라 나이틀리, 마틴 맥커친, 빌 나이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.12.17,12,2015,563342808,70500,105,1895,미국,9,0,15세 관람가,130,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,1029000,8.898571429,322264.4218,8.263363095
550,1429,러브 앤 머시,미국,미국,판씨네마(주), 빌 포래드,,NA,NA,NA,NA,NA,NA,NA, 존 쿠삭, 폴 다노, 엘리자베스 뱅크스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.7.30,7,2015,211780800,26812,51,1331,미국,3,0,15세 관람가,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,50818.75,8.09,73001.95238,7.346126984
551,146,러브 앳,프랑스,"프랑스,벨기에",(주)크리픽쳐스, 위고 젤랭,,,,,,,NA,NA, 프랑수아 시빌, 조세핀 자피,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.11.27,11,2019,745125500,93085,153,5074,기타,2,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,50889.5,8.61,41723,8.889
552,85,러브 유어셀프 인 서울,한국,한국,씨제이 씨지브이(CJ CGV)(주), RM, 진, 슈가, 제이홉, 지민, 뷔, 정국,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.1.26,1,2019,3209682900,342366,224,4535,한국,0,1,전체 관람가,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,965.25,8.74,0,6.14
553,1598,"러브, 로지",영국,"영국,독일",(주)넥스트엔터테인먼트월드(NEW), 크리스티안 디터,,,NA,NA,NA,NA,NA,NA, 릴리 콜린스, 샘 클라플린,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.12.10,12,2014,2223782646,292177,379,11935,기타,2,1,15세 관람가,102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.10%,290000,8,168467.525,7.4045
554,218,러브라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,일본,일본,(주)애니플러스, 사카이 카즈오,,,,,,,NA,NA, 이나미 안쥬, 아이다 리카코, 스와 나나카, 코미야 아리사, 사이토 슈카, 코바야시 아이카, 타카츠키 카나코, 스즈키 아이나, 후리하타 아이,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.2.14,2,2019,240726070,26931,66,1550,기타,9,0,전체 관람가,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,13356,6.99
555,2029,러브레이스,미국,미국,씨너스엔터테인먼트(주), 롭 엡스타인, 제프리 프리드먼,,,NA,NA,NA,NA,NA, 아만다 사이프리드, 샤론 스톤, 제임스 프랭코, 피터 사스가드, 애덤 브로디, 주노 템플,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.10.17,10,2013,139215138,19933,154,2506,미국,6,0,청소년 관람불가,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,20000,7.55,315831.25,7.5895
556,858,러브레터,일본,일본,"와이드 릴리즈(주),(주)제이앤씨미디어그룹,(유)조이앤시네마,(주)팝엔터테인먼트", 이와이 슌지,,,,NA,NA,NA,NA,NA, 나카야마 미호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.12.13,12,2017,207828700,26557,121,1661,기타,1,0,전체 관람가,117,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,15325.6,7.491666667,14750,7.135714286
557,1155,러브레터,일본,일본,"와이드 릴리즈(주),(주)제이앤씨미디어그룹,(유)조이앤시네마,(주)팝엔터테인먼트", 이와이 슌지,,,,NA,NA,NA,NA,NA, 나카야마 미호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.1.14,1,2016,197869900,24510,150,1678,기타,1,0,전체 관람가,117,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,15325.6,7.491666667,14750,7.135714286
558,1973,러브레터,일본,일본,"와이드 릴리즈(주),(주)제이앤씨미디어그룹,(유)조이앤시네마,(주)팝엔터테인먼트", 이와이 슌지,,,,NA,NA,NA,NA,NA, 나카야마 미호,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.2.14,2,2013,341717500,45421,53,1763,기타,1,0,전체 관람가,117,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,15325.6,7.491666667,14750,7.135714286
559,2001,러브액츄얼리: 크리스마스 에디션,미국,"미국,영국",(주)팝엔터테인먼트, 리차드 커티스,,,,NA,NA,NA,NA,NA, 휴 그랜트, 리암 니슨, 콜린 퍼스, 로라 리니, 엠마 톰슨, 앨런 릭먼, 키이라 나이틀리, 마틴 맥커친, 빌 나이,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.12.18,12,2013,220720647,28872,82,1098,미국,9,0,15세 관람가,130,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,1029000,8.898571429,322264.4218,8.263363095
560,530,러빙 빈센트,영국,"영국,폴란드","(주)스튜디오디에이치엘,판씨네마(주)", 도로타 코비엘라, 휴 웰치맨,,,,,,,, 더글러스 부스, 시얼샤 로넌, 제롬 플린, 에이단 터너,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.11.9,11,2017,3264892761,409692,314,15804,기타,4,0,15세 관람가,95,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00%,220688.5,8.74,548772.6714,8.4785
561,692,러빙 빈센트,영국,"영국,폴란드","(주)스튜디오디에이치엘,판씨네마(주)", 도로타 코비엘라, 휴 웰치맨,,,NA,NA,NA,NA,NA, 더글러스 부스, 시얼샤 로넌, 제롬 플린, 에이단 터너,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.11.9,11,2017,3061456861,384540,272,14651,기타,4,0,15세 관람가,95,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.20%,220688.5,8.74,548772.6714,8.4785
562,557,러빙 빈센트 : 비하인드 에디션,영국,영국,(주)이수C&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.12.13,12,2018,171441500,19886,97,1417,기타,0,0,0,95,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00%,0,0,0,0
563,1997,러스트 앤 본,프랑스,프랑스,그린나래미디어(주),,,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.5.2,5,2013,240253900,31800,38,1622,기타,0,0,청소년 관람불가,120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00%,0,0,0,0
564,1929,러시 : 더 라이벌,미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 론 하워드,,,,NA,NA,NA,NA,NA, 크리스 헴스워스, 다니엘 브륄, 올리비아 와일드, 알렉산드라 마리아 라라,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.10.9,10,2013,931998000,126994,270,8129,미국,4,1,청소년 관람불가,123,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.10%,208146.7143,8.395714286,1817250,8.13
565,905,럭키,한국,한국,(주)쇼박스,,,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.10.13,10,2016,56444461256,6975290,1234,155977,한국,0,1,15세 관람가,119,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3.20%,1778465.833,8.433333333,2547599.854,7.539136905
566,1291,런 올 나이트,미국,미국,워너브러더스 코리아(주), 자움 콜렛 세라,,NA,NA,NA,NA,NA,NA,NA, 리암 니슨, 조엘 킨나만, 에드 해리스, 커먼, 제네시스 로드리게스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.3.19,3,2015,2293671495,289534,411,15865,미국,5,1,청소년 관람불가,114,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0.10%,204119.6667,7.493333333,332677.4452,7.573304762
567,1842,런닝맨,한국,"한국,미국",이십세기폭스코리아(주),,,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.4.4,4,2013,10060239500,1422844,567,45995,한국,0,1,15세 관람가,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60%,1996666.667,7.8575,1852650.208,7.64872619
568,415,런닝맨 : 풀룰루의 역습,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 윤준상,,,,,,,,, 김서영, 권창욱, 엄상현, 김연우, 강시현, 전태열,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.12.5,12,2018,1420218750,186912,511,5521,한국,6,1,전체 관람가,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,180000,7.73,479837.2143,8.118571429
569,960,런던 해즈 폴른,미국,"미국,영국",메가박스중앙(주)플러스엠, 바박 나자피,,,,NA,NA,NA,NA,NA, 제라드 버틀러, 아론 에크하트, 모건 프리먼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.3.10,3,2016,5908367979,731584,526,37569,미국,3,0,15세 관람가,98,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.30%,365490,7.985,314411.8222,8.03825
570,1778,런치박스,인도,"인도,프랑스,독일",(주)팝엔터테인먼트,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.4.10,4,2014,109941000,14660,40,945,기타,0,0,12세 관람가,104,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,28500,8.24,32539.5,8.6525
571,729,레고 닌자고 무비,미국,미국,워너브러더스 코리아(주),,,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.9.28,9,2017,1149394400,154966,459,4751,미국,0,1,전체 관람가,101,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.10%,79471,7.148928571,647737.2708,7.390089286
572,1606,레고 무비,미국,미국,워너브러더스 코리아(주),,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.2.6,2,2014,1601300200,236129,317,6703,미국,0,1,전체 관람가,107,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.10%,1609714.286,8.564285714,230116.2167,8.263333333
573,151,레고 무비2,미국,"미국,덴마크,캐나다,노르웨이,호주",워너브러더스 코리아(주), 마이크 미첼,,,,,,,NA,NA, 크리스 프랫, 엘리자베스 뱅크스, 윌 아넷, 스테파니 비트리즈, 티파니 해디쉬, 알리슨 브리,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.2.6,2,2019,682894040,88392,442,4281,미국,6,1,전체 관람가,107,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.00%,1609714.286,8.564285714,230116.2167,8.263333333
574,731,레고 배트맨 무비,미국,미국,워너브러더스 코리아(주), 크리스 맥케이,,,,NA,NA,NA,NA,NA, 윌 아넷, 랄프 파인즈, 로사리오 도슨, 마이클 세라, 자흐 갈리피아나키스, 머라이어 캐리, 제니 슬레이트, 빌리 디 윌리엄스, 채닝 테이텀,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.2.9,2,2017,1175424305,148760,427,5949,미국,9,1,전체 관람가,106,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.10%,154500,8.6675,548608.6458,8.126666667
575,435,레드 스패로,미국,미국,이십세기폭스코리아(주), 프란시스 로렌스,,,,,,,,, 제니퍼 로렌스, 조엘 에저튼, 마티아스 쇼에나에츠,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.2.28,2,2018,860743700,108344,389,6659,미국,3,1,청소년 관람불가,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1016571.429,8.024285714,48314.57143,8.128333333
576,1816,레드: 더 레전드,미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 딘 패리소트,,,,NA,NA,NA,NA,NA, 브루스 윌리스, 이병헌, 캐서린 제타 존스, 안소니 홉킨스, 존 말코비치, 헬렌 미렌, 메리 루이스 파커,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.7.18,7,2013,21511371970,3004649,739,55733,미국,7,1,15세 관람가,115,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.40%,872010.75,7.28,1161931.024,6.710619048
577,55,레드슈즈,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 안나 포드칼스카,,,,,,,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.7.25,7,2019,6103833190,817729,717,20376,한국,0,1,전체 관람가,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30%,0,0,0,0
578,1594,레드카펫,한국,한국,(주)프레인글로벌,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.10.23,10,2014,2405669580,316953,385,17696,한국,0,0,15세 관람가,117,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.10%,0,0,0,0
579,332,레디 플레이어 원,미국,미국,워너브러더스 코리아(주),,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.3.28,3,2018,19933108071,2254430,1079,77173,미국,0,1,12세 관람가,140,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.10%,1896000,7.614,1290237.047,7.856555556
580,1821,레미제라블,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 톰 후퍼,,,,NA,NA,NA,NA,NA, 휴 잭맨, 앤 해서웨이, 러셀 크로우, 아만다 사이프리드, 헬레나 본햄 카터, 사챠 바론 코헨,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012.12.19,12,2012,19635813500,2707479,592,49348,미국,6,1,12세 관람가,158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.30%,1902500,8.205,907191.9187,8.078222222
581,931,레버넌트: 죽음에서 돌아온 자,미국,미국,이십세기폭스코리아(주), 알레한드로 곤잘레스 이냐리투,,,,NA,NA,NA,NA,NA, 레오나르도 디카프리오, 톰 하디, 도널 글리슨, 윌 폴터,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.1.14,1,2016,16107360130,2007188,967,55063,미국,4,1,15세 관람가,156,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.90%,448867.8,8.236,734725.2222,8.057380952
582,359,레슬러,한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 김대웅,,,,,,,,, 유해진, 김민재, 이성경,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.5.9,5,2018,6481379657,771141,957,43079,한국,3,1,15세 관람가,110,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.40%,770000,6.42,2474285.714,8.096984127
583,454,레오나르도 다 빈치,이탈리아,이탈리아,(주)스마일이엔티,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.4.26,4,2018,511192200,64655,207,2621,기타,0,0,전체 관람가,82,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,4426750,7.905
584,1979,레옹,프랑스,프랑스,"(주)제이앤씨미디어그룹,(주)팝파트너스", 뤽 베송,,,,NA,NA,NA,NA,NA, 장 르노, 나탈리 포트만,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.4.11,4,2013,327530000,43194,75,1677,기타,2,0,청소년 관람불가,132,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.00%,137200,7.186,2334052.542,7.673666667
585,877,레이디 맥베스,영국,영국,주식회사 씨네룩스, 윌리엄 올드로이드,,,,NA,NA,NA,NA,NA, 플로렌스 퓨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.8.3,8,2017,183617800,23568,53,1034,기타,1,0,청소년 관람불가,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,24000,7.92,1049000,8.65
586,436,레이디 버드,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 그레타 거윅,,,,,,,,, 시얼샤 로넌,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.4.4,4,2018,828329700,101781,344,7258,미국,1,1,15세 관람가,94,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,184000,8.344285714,169515.6429,8.407142857
587,805,레이디버그,한국,"한국,프랑스,일본",(주)삼지애니메이션,,,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.2.22,2,2017,310291500,41041,172,2158,한국,0,0,전체 관람가,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0
588,1314,레전드,프랑스,"프랑스,영국",(주)이수C&E, 브라이언 헬겔랜드,,NA,NA,NA,NA,NA,NA,NA, 톰 하디, 태런 에저튼, 에밀리 브라우닝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.12.10,12,2015,1436348930,179738,449,9991,기타,3,0,청소년 관람불가,109,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.10%,598000,7.654,1010891.262,7.802857143
589,1437,레전드 오브 래빗: 불의 전설,중국,중국,(주)팝엔터테인먼트, 마원, 동대가,NA,NA,NA,NA,NA,NA,NA, 황뢰, 양자산, 왕경송, 하운위, 마원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.9.24,9,2015,178371100,24111,126,954,기타,5,0,전체 관람가,80,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.00%,24000,7.71,19240.2,7.435666667
