,name,nation,rep_nation,distributor,director1,director2,director3,director4,director5,director6,director7,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,month,year,director8,director9,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,sales0,boxoffice_num0,num_of_screen0,num_of_screening0,nation2,num_of_ch,major_distributor,grade,time,genre
857,메소드,한국,한국,(주)엣나인필름,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,11,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215611800,26577,244,2933,한국,0,NA,15세 관람가,82, 드라마   멜로/로맨스 
858,러브레터,일본,일본,"와이드 릴리즈(주),(주)제이앤씨미디어그룹,(유)조이앤시네마,(주)팝엔터테인먼트", 이와이 슌지,,,,NA,NA,NA, 나카야마 미호,,,,,,,,,,,,,,,,12,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207828700,26557,121,1661,기타,1,NA,전체 관람가,117, 드라마   멜로/로맨스 
859,배저로와 친구들: 신비한 모험,노르웨이,노르웨이,와이드 릴리즈(주), 라스무스 A. 실버르센, 룬 스파안스,,,NA,NA,NA, 김기철, 최한, 안현서, 신경선, 이인석, 김현욱, 김주호, 김유림, 존 F.브룬고트, 헤르만 사바도, 시리 닐센, 마이 브리트 앤더슨, 엘다르 바간,,,,10,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177884400,26185,293,1758,기타,13,NA,NA,75,     모험 애니메이션  뮤지컬  모험  판타지  코미디  가족 
860,슈퍼 버드,멕시코,멕시코,와이드 릴리즈(주), 마이크 컨켈, 라울 가르시아,,,NA,NA,NA, 에드워드 제임스 올모스, 리코 로드리게스, 치치 마린, 케이트 델 카스틸로,,,,,,,,,,,,,4,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183154100,25964,288,1858,기타,4,NA,전체 관람가,80,   애니메이션 
861,부니베어: 로거빅 컴백홈 프로젝트,중국,중국,예지림엔터테인먼트, 정량,,,,NA,NA,NA, 박상훈, 홍진욱, 윤세웅, 임채헌,,,,,,,,,,,,,6,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177955300,25908,277,1799,기타,4,NA,전체 관람가,68,     애니메이션 
862,골드,미국,미국,CGV아트하우스,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,3,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195316900,25612,200,3102,미국,0,NA,15세 관람가,121, 드라마  모험  스릴러 
863,사다코 대 카야코,일본,일본,유니버설픽쳐스인터내셔널 코리아(유), 시라이시 코지,,,,NA,NA,NA, 야마모토 미즈키, 타마시로 티나, 안도 마사노부,,,,,,,,,,,,,,1,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201673000,25531,131,2897,기타,3,1,15세 관람가,98,    공포 
864,에곤 쉴레: 욕망이 그린 그림,오스트리아,"오스트리아 ,룩셈부르크",(주)티캐스트, 디터 베르너,,,,NA,NA,NA, 노아 자베드라, 발레리 파흐너,,,,,,,,,,,,,,,12,2016,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395435100,49388,98,1910,기타,2,NA,청소년 관람불가,109,       드라마 
865,언노운 걸,벨기에,"벨기에,프랑스",오드, 장 피에르 다르덴, 뤽 다르덴,,,NA,NA,NA, 아델 하에넬,,,,,,,,,,,,,,,,5,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201232700,25091,67,1441,기타,1,NA,NA,106,   드라마 
866,아우토반,영국,"영국,독일",와이드 릴리즈(주),,,,,NA,NA,NA,,,,,,,,,,,,,,,,,3,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196841500,24983,153,3489,기타,0,NA,15세 관람가,99, 액션  스릴러 
867,"내 어깨 위 고양이, 밥",영국,영국,(주)누리픽쳐스, 찰스 마틴 스미스,,,,NA,NA,NA, 밥, 루크 트레더웨이, 크리스티나 톤테리 영, 팔두트 샤르마,,,,,,,,,,,,,1,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195472500,24758,112,1864,기타,4,NA,NA,103,       드라마 
868,꿈의 제인,한국,한국,"(주)엣나인필름,CGV아트하우스", 조현훈,,,,NA,NA,NA, 이민지, 구교환, 이주영,,,,,,,,,,,,,,5,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200096200,24393,86,2182,한국,3,NA,청소년 관람불가,104,   드라마 
869,"안녕, 나의 소울메이트",홍콩,홍콩,(주)나이너스엔터테인먼트, 민용근,,,,NA,NA,NA, 김다미, 전소니, 변우석,,,,,,,,,,,,,,12,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191541500,24381,165,1927,기타,3,NA,NA,110,    드라마 
870,슈퍼오리 : 태양을 지켜라,러시아,러시아,와이드 릴리즈(주), 빅터 라키소프,,,,NA,NA,NA, 박상우, 오은수, 방지원, 박정욱, 신정훈, 송영인,,,,,,,,,,,8,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170800400,24319,257,1492,기타,6,NA,전체 관람가,82,      애니메이션 
871,클로저,미국,미국,"(주)스튜디오디에이치엘,(주)퍼스트런,글뫼 주식회사,소니픽쳐스릴리징코리아",,,,,NA,NA,NA,,,,,,,,,,,,,,,,,4,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179775032,24159,99,2342,미국,0,1,청소년 관람불가,103, 드라마   멜로/로맨스 
872,빌리 엘리어트,영국,"영국,프랑스","(주)팝엔터테인먼트,유아이피-씨아이씨영화및비디오배급(유)",,,,,NA,NA,NA,,,,,,,,,,,,,,,,,1,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179775000,24134,82,1553,기타,0,NA,12세 관람가,110,   드라마  가족  코미디 
873,하이큐!! 끝과 시작,일본,일본,(주)팝엔터테인먼트, 미츠나카 스스무,,,,NA,NA,NA, 무라세 아유무, 이시카와 카이토, 히노 사토시, 이리노 미유, 오카모토 노부히코, 호소야 요시마사,,,,,,,,,,,6,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182633000,24099,73,1372,기타,6,NA,12세 관람가,89,    애니메이션 
874,패션 오브 크라이스트,미국,미국,"(주)이수C&E,이십세기폭스필름코퍼레이션", 멜 깁슨,,,,NA,NA,NA, 제임스 카비젤,,,,,,,,,,,,,,,,4,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180074000,24012,128,2756,미국,1,1,15세 관람가,125,    드라마 
875,언프렌드,독일,독일,(주)크리픽쳐스,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,2,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187802900,23688,179,1749,기타,0,NA,15세 관람가,92, 스릴러 
876,파워배틀 와치카: 와치가면의 역습,한국,한국,(주)삼지애니메이션, 이영준,,,,NA,NA,NA, 엄상현, 전태열,,,,,,,,,,,,,,,6,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166656500,23630,246,1787,한국,2,NA,전체 관람가,74,      애니메이션 
877,레이디 맥베스,영국,영국,주식회사 씨네룩스, 윌리엄 올드로이드,,,,NA,NA,NA, 플로렌스 퓨,,,,,,,,,,,,,,,,8,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183617800,23568,53,1034,기타,1,NA,청소년 관람불가,89,   드라마 
878,제인 도,영국,"영국,미국",오퍼스픽쳐스(유), 안드레 외브레달,,,,NA,NA,NA, 에밀 허쉬, 브라이언 콕스, 올웬 캐서린 켈리,,,,,,,,,,,,,,8,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183443765,23469,110,2003,기타,3,NA,NA,86,   공포 
879,토마스와 친구들: 수수께끼 해적선과 보물찾기,영국,영국,KBS 미디어, 데이비드 스토튼,,,,NA,NA,NA, 존 하슬러, 에디 레드메인, 올리비아 콜맨, 존 허트, 제이미 캠벨 바우어,,,,,,,,,,,,6,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155824700,23395,145,1544,기타,5,NA,전체 관람가,60,       애니메이션  모험 
880,유리정원,한국,한국,(주)리틀빅픽쳐스, 신수원,,,,NA,NA,NA, 문근영, 김태훈, 서태화,,,,,,,,,,,,,,10,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160437700,22752,332,4480,한국,3,NA,12세 관람가,116, 미스터리  드라마 
881,스테이션 7,러시아,러시아,(주)영화사 진진, 클림 시펜코,,,,NA,NA,NA, 블라디미르 브도비첸코프, 파벨 데레비앙코, 마리야 미로노바,,,,,,,,,,,,,,12,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169220100,22536,239,2604,기타,3,NA,12세 관람가,119,   액션  드라마 
882,송 투 송,미국,미국,CGV아트하우스, 테렌스 맬릭,,,,NA,NA,NA, 라이언 고슬링, 루니 마라, 마이클 패스벤더, 나탈리 포트만,,,,,,,,,,,,,7,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172525100,22518,97,1526,미국,4,NA,청소년 관람불가,128,    드라마   멜로/로맨스 
883,행복 목욕탕,일본,일본,(주)디스테이션, 나카노 료타,,,,NA,NA,NA, 미야자와 리에, 스기사키 하나, 오다기리 죠, 이토 아오이,,,,,,,,,,,,,3,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168644600,21806,103,1516,기타,4,NA,12세 관람가,125,   드라마  가족 
884,프란츠,프랑스,프랑스,찬란,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,7,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150974100,20760,47,1118,기타,0,NA,12세 관람가,113, 드라마 
885,빌리 진 킹: 세기의 대결,미국,"미국,영국",이십세기폭스코리아(주), 조나단 데이턴, 발레리 페리스,,,NA,NA,NA, 엠마 스톤, 스티브 카렐,,,,,,,,,,,,,,,11,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158890000,20018,135,1882,미국,2,1,15세 관람가,121,       코미디 
886,극장판 어드벤처 타임: 비밀의 아일랜드,미국,미국,(주)팝엔터테인먼트, 엘리자베스 이토, 콜 산체스,,,NA,NA,NA, 이지현, 곽윤상, 전진아, 사문영, 최낙윤, 양유진, 김보영, 이명희, 이재범, 김연우, 서원석, 임하진,,,,,4,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163679600,19986,125,1009,미국,12,NA,전체 관람가,84,  모험     애니메이션 
887,아이 앰 히스 레저,캐나다,캐나다,오드, 아드리안 부이텐후이스, 데릭 머레이,,,NA,NA,NA, 히스 레저,,,,,,,,,,,,,,,,10,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158340439,19771,139,2401,기타,1,NA,12세 관람가,91,     다큐멘터리 
888,러브 액츄얼리,미국,"미국,영국","(주)제이앤씨미디어그룹,와이드 릴리즈(주),UIP코리아,(유)조이앤시네마", 리차드 커티스,,,,NA,NA,NA, 휴 그랜트, 리암 니슨, 콜린 퍼스, 로라 리니, 엠마 톰슨, 앨런 릭먼, 키이라 나이틀리, 마틴 맥커친, 빌 나이,,,,,,,,12,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167459800,19561,97,817,미국,9,NA,15세 관람가,130,   멜로/로맨스  드라마  코미디 
889,뚜르: 내 생애 최고의 49일,한국,한국,(주)리틀빅픽쳐스, 임정하, 전일우, 박형준, 김양래,NA,NA,NA, 이윤혁, 이장훈, 윤학병, 임영석, 이남규,,,,,,,,,,,,2,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141574700,19440,227,2779,한국,5,NA,NA,97,      다큐멘터리 
890,부니베어: 나무 도둑의 습격,중국,중국,예지림엔터테인먼트, 정량,,,,NA,NA,NA, 박상훈, 홍진욱, 윤세웅, 이소은, 임채헌,,,,,,,,,,,,9,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129228400,19267,245,1559,기타,5,NA,전체 관람가,58,     애니메이션 
891,슬립리스: 크리미널 나이트,미국,미국,(주)미디어로그, 바란 보 오다르,,,,NA,NA,NA, 제이미 폭스, 미셸 모나한, 데이빗 하버, 더모트 멀로니, 가브리엘 유니온,,,,,,,,,,,,3,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146025800,18740,158,2787,미국,5,NA,15세 관람가,95,    액션  범죄  스릴러 
892,그 후,한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다", 로저 컴블,,,,NA,NA,NA, 히어로 파인즈 티핀, 조세핀 랭포드, 딜란 스프로즈,,,,,,,,,,,,,,7,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142319508,18648,168,2451,한국,3,NA,NA,97,   드라마   멜로/로맨스 
893,오즈의 마법사 2,멕시코,멕시코,㈜코리아스크린, 알베르토 마르,,,,NA,NA,NA, 마이키 볼트, 젠 맥앨리스터, 엠바이어 칠더스, 릴리아나 발바 마이네크,,,,,,,,,,,,,5,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143173700,18535,142,908,기타,4,NA,전체 관람가,87,    판타지  모험 
894,은혼,일본,일본,(주)라이크콘텐츠,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,12,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148853500,18323,137,2136,기타,0,NA,15세 관람가,104, 애니메이션 
895,신서유기 : 몽키킹의 부활,중국,중국,예지림엔터테인먼트, 텐 샤오펑,,,,NA,NA,NA, 조연우, 오은수, 신정훈, 박상우, 이민형, 방지원, 성룡, 장뢰, 임자걸,,,,,,,,11,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129357400,18247,212,1139,기타,9,NA,전체 관람가,84,      액션  모험  애니메이션 
896,인카네이트,미국,미국,판씨네마(주), 브래드 페이튼,,,,NA,NA,NA, 아론 에크하트, 데이비드 매주즈, 캐리스 밴 허슨,,,,,,,,,,,,,,5,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142090200,18028,229,2095,미국,3,NA,15세 관람가,86, 공포  스릴러 
897,배드 지니어스,태국,태국,(주)팝엔터테인먼트, 나타우트 폰피리야,,,,NA,NA,NA, 추티몬 추엥차로엔수키잉, 차논 산티네톤쿨, 에이샤 호수완, 티라돈 수파펀핀요,,,,,,,,,,,,,11,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141276336,17941,200,1983,기타,4,NA,15세 관람가,130,   스릴러 
898,"괜찮아요, 미스터 브래드",미국,미국,"(주)영화사 진진,(주)누리픽쳐스", 마이크 화이트,,,,NA,NA,NA, 벤 스틸러,,,,,,,,,,,,,,,,9,2017,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134945900,17691,135,1853,미국,1,NA,12세 관람가,102,    드라마 
899,부산행,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 연상호,,,,NA,NA,NA, 공유, 정유미, 마동석, 김수안, 김의성, 최우식, 안소희,,,,,,,,,,7,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93178283048,11565479,1788,151315,한국,7,1,15세 관람가,118, 액션  스릴러 
900,검사외전,한국,한국,(주)쇼박스, 이일형,,,,NA,NA,NA, 황정민, 강동원,,,,,,,,,,,,,,,2,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77320403264,9707581,1812,153532,한국,2,1,15세 관람가,126, 범죄  코미디 
901,캡틴 아메리카: 시빌 워,미국,미국,월트디즈니컴퍼니코리아(주), 안소니 루소, 조 루소,,,NA,NA,NA, 크리스 에반스, 로버트 다우니 주니어, 스칼릿 조핸슨,,,,,,,,,,,,,,4,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72672111827,8677249,1991,161696,미국,3,1,12세 관람가,147,      액션  sf  스릴러 
902,밀정,한국,"한국,미국",워너브러더스 코리아(주), 김지운,,,,NA,NA,NA, 송강호, 공유,,,,,,,,,,,,,,,9,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61269783831,7500420,1444,138161,한국,2,1,15세 관람가,106,    코미디  드라마 
903,터널,한국,한국,(주)쇼박스,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,8,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57529484417,7120508,1105,113201,한국,0,1,12세 관람가,116,   드라마  스릴러 
904,인천상륙작전,한국,한국,(주)씨제이이엔엠, 이재한,,,,NA,NA,NA, 이정재, 이범수, 리암 니슨, 진세연,,,,,,,,,,,,,7,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55101410303,7049643,1049,97019,한국,4,1,12세 관람가,110, 전쟁  드라마 
905,럭키,한국,한국,(주)쇼박스,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,10,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56444461256,6975290,1234,155977,한국,0,1,15세 관람가,119,   코미디  범죄  드라마  액션 
906,곡성,한국,"한국,미국",이십세기폭스코리아(주), 나홍진,,,,NA,NA,NA, 곽도원, 황정민, 쿠니무라 준, 천우희, 김환희,,,,,,,,,,,,5,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55863520382,6879908,1485,130322,한국,5,1,15세 관람가,94, 공포  미스터리 
907,덕혜옹주,한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 허진호,,,,NA,NA,NA, 손예진, 박해일,,,,,,,,,,,,,,,8,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44393828109,5599229,964,97312,한국,2,1,12세 관람가,127,  드라마 
908,닥터 스트레인지,미국,미국,월트디즈니컴퍼니코리아(주), 스콧 데릭슨,,,,NA,NA,NA, 베네딕트 컴버배치, 레이첼 맥아담스, 틸다 스윈튼, 매즈 미켈슨, 치웨텔 에지오포,,,,,,,,,,,,10,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47481830396,5446239,1503,162856,미국,5,1,12세 관람가,115,   액션  모험  판타지 
909,마스터,한국,한국,(주)씨제이이엔엠, 조의석,,,,NA,NA,NA, 이병헌, 강동원, 김우빈, 엄지원, 오달수, 진경,,,,,,,,,,,12,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39784641065,4935320,1501,70786,한국,6,1,15세 관람가,143, 액션  범죄 
910,주토피아,미국,미국,월트디즈니컴퍼니코리아(주), 바이론 하워드, 리치 무어,,,NA,NA,NA, 지니퍼 굿윈, 제이슨 베이트먼, 샤키라, 이드리스 엘바, 알란 터딕, J.K. 시몬스,,,,,,,,,,,2,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37096057742,4706158,735,131005,미국,6,1,전체 관람가,108, 애니메이션  액션  모험  코미디  가족 
911,신비한 동물사전,미국,"미국,영국",워너브러더스 코리아(주), 데이빗 예이츠,,,,NA,NA,NA, 에디 레드메인, 조니 뎁, 캐서린 워터스턴, 주드 로, 에즈라 밀러,,,,,,,,,,,,11,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39300515858,4662534,1431,115676,미국,5,1,12세 관람가,134,   모험  가족  판타지 
912,판도라,한국,한국,(주)넥스트엔터테인먼트월드(NEW),,,,,NA,NA,NA,,,,,,,,,,,,,,,,,12,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33955398164,4313864,1184,90758,한국,0,1,12세 관람가,136, 드라마  스릴러 
913,아가씨,한국,한국,(주)씨제이이엔엠, 오즈 야스지로,,,,NA,NA,NA, 쿠리시마 스미코, 오카다 토키히코,,,,,,,,,,,,,,,6,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35211229991,4287839,1171,90365,한국,2,1,청소년 관람불가,144, 스릴러  드라마 
914,쿵푸팬더3,미국,미국,(주)씨제이이엔엠, 여인영, 알레산드로 칼로니,,,NA,NA,NA, 잭 블랙, 안젤리나 졸리, 더스틴 호프만, 성룡, 세스 로건, 루시 리우, 데이빗 크로스, J.K. 시몬스, 케이트 허드슨, 제임스 홍, 브라이언 크랜스톤,,,,,,1,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31340798156,3984812,1365,97404,미국,11,1,전체 관람가,95, 애니메이션  액션  모험  코미디  가족 
915,귀향,한국,한국,(주)와우픽쳐스, 할 애쉬비,,,,NA,NA,NA, 제인 폰다, 존 보이트, 브루스 던, 페네로피 밀포드, 로버트 캐러딘, 로버트 진티,,,,,,,,,,,2,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27249738990,3587173,876,90286,한국,6,NA,NA,127, 드라마 
916,데드풀,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)", 데이빗 레이치,,,,NA,NA,NA, 라이언 레이놀즈, 프레드 세비지, 조슈 브롤린, 재지 비츠, 모레나 바카린,,,,,,,,,,,,2,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27595618651,3317196,1036,82521,미국,5,1,12세 관람가,117,   액션  모험  코미디  sf 
917,나우 유 씨 미 2,미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 존 추,,,,NA,NA,NA, 제시 아이젠버그, 마크 러팔로, 우디 해럴슨, 데이브 프랭코, 리지 캐플란,,,,,,,,,,,,7,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25116690113,3100113,1200,56981,미국,5,1,12세 관람가,129,      범죄  액션 
918,형,한국,한국,(주)씨제이이엔엠, 권수경,,,,NA,NA,NA, 조정석, 디오, 박신혜,,,,,,,,,,,,,,11,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23113768293,2979659,993,83518,한국,3,1,12세 관람가,114,    드라마  코미디 
919,엑스맨: 아포칼립스,미국,미국,이십세기폭스코리아(주), 브라이언 싱어,,,,NA,NA,NA, 제임스 맥어보이, 마이클 패스벤더, 제니퍼 로렌스, 오스카 아이삭, 니콜라스 홀트,,,,,,,,,,,,5,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24467887950,2938818,1262,66471,미국,5,1,12세 관람가,143,   액션  모험  판타지  sf 
920,미스 페레그린과 이상한 아이들의 집,미국,"미국,벨기에,영국",이십세기폭스코리아(주), 팀 버튼,,,,NA,NA,NA, 에바 그린, 에이사 버터필드, 사무엘 L. 잭슨, 앨리슨 제니, 엘라 퍼넬, 주디 덴치, 킴 딕켄스, 크리스 오다우드,,,,,,,,,9,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21841214586,2718158,904,70451,미국,8,1,12세 관람가,127,      판타지  미스터리 
921,히말라야,한국,한국,(주)씨제이이엔엠,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,12,2015,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60175363015,7759761,2050,142715,한국,0,1,12세 관람가,124, 드라마 
