,name,nation,rep_nation,distributor,director1,director2,director3,director4,director5,director6,director7,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,month,year,director8,director9,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,sales0,boxoffice_num0,num_of_screen0,num_of_screening0,nation2,num_of_ch,major_distributor,grade,time,genre
1857,크루즈 패밀리,미국,미국,(주)씨제이이엔엠, 조엘 크로포드,,,,NA,NA,NA, 엠마 스톤, 라이언 레이놀즈, 켈리 마리 트란, 니콜라스 케이지, 피터 딘클리지,,,,,,,,,NA,NA,NA,5,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6540951500,941824,525,21734,미국,5,1,전체 관람가,95,   애니메이션  모험  코미디 
1858,뽀로로 극장판 슈퍼썰매 대모험,한국,한국,"(주)넥스트엔터테인먼트월드(NEW),(주)씨제이이엔엠", 박영균,,,,NA,NA,NA, 이선, 이미자, 김환진, 함수정, 홍소영, 조현정, 정미숙,,,,,,,NA,NA,NA,1,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6826641500,931342,459,19941,한국,7,1,전체 관람가,77,    모험 애니메이션 
1859,개구쟁이 스머프 2,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 라자 고스넬,,,,NA,NA,NA, 크리스티나 리치, 닐 패트릭 해리스, 알란 커밍, 행크 아자리아, 케이티 페리, 제이마 메이스, J. B. 스무브, 존 올리버, 마이린 로비치, 카롤리나 바르체, 안톤 옐친,,,NA,NA,NA,8,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5993979500,921788,478,15485,미국,11,1,전체 관람가,104,    애니메이션  가족 
1860,몬스터 호텔,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,1,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6080221500,884885,489,16647,미국,0,1,전체 관람가,97,    애니메이션  코미디  가족  판타지 
1861,열한시,한국,한국,(주)씨제이이엔엠,,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,11,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6097792000,870785,512,32536,한국,0,1,15세 관람가,99, 스릴러 
1862,몬스터 대학교,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 댄 스캔론,,,,NA,NA,NA, 빌리 크리스탈, 존 굿맨, 스티브 부세미,,,,,,,,,,,NA,NA,NA,9,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5879223500,870605,385,15172,미국,3,1,전체 관람가,110,   애니메이션  모험  코미디 
1863,남쪽으로 튀어,한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 임순례,,,,NA,NA,NA, 김윤석, 오연수, 한예리, 백승환, 박사랑,,,,,,,,,NA,NA,NA,2,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5970851500,832894,428,23088,한국,5,1,15세 관람가,121,   드라마  코미디 
1864,하늘에서 음식이 내린다면 2,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 코디 캐머런, 크리스 피언,,,NA,NA,NA, 빌 헤이더, 안나 페리스, 닐 패트릭 해리스,,,,,,,,,,,NA,NA,NA,11,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5411562500,797850,545,16340,미국,3,1,전체 관람가,94,     애니메이션  코미디  가족  판타지 
1865,잭 리처,미국,미국,(주)씨제이이엔엠, 에드워드 즈윅,,,,NA,NA,NA, 톰 크루즈, 코비 스멀더스,,,,,,,,,,,,NA,NA,NA,1,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5758577000,784031,431,19868,미국,2,1,NA,118,       액션  범죄  드라마  미스터리  스릴러 
1866,반창꼬,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 정기훈,,,,NA,NA,NA, 고수, 한효주,,,,,,,,,,,,NA,NA,NA,12,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5451422068,745262,381,20840,한국,2,1,15세 관람가,120, 드라마   멜로/로맨스 
1867,더 파이브,한국,한국,(주)씨제이이엔엠, 정연식,,,,NA,NA,NA, 김선아, 온주완, 마동석, 신정근, 정인기, 이청아, 박효주,,,,,,,NA,NA,NA,11,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5343797000,731212,501,27308,한국,7,1,청소년 관람불가,123,   스릴러  드라마 
1868,더 임파서블,스페인,"스페인,미국",롯데쇼핑㈜롯데엔터테인먼트, 후안 안토니오 바요나,,,,NA,NA,NA, 이완 맥그리거, 나오미 왓츠, 톰 홀랜드,,,,,,,,,,,NA,NA,NA,1,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4445235500,622704,407,19595,기타,3,1,12세 관람가,113,   드라마 
1869,인시디어스: 두번째 집,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 제임스 완,,,,NA,NA,NA, 로즈 번, 패트릭 윌슨, 린 샤예, 타이 심킨스, 바바라 허쉬, 다니엘 비서티,,,,,,,,NA,NA,NA,12,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4001137000,577748,405,18653,미국,6,1,15세 관람가,106,    공포  스릴러 
1870,섀도우 헌터스: 뼈의 도시,미국,"미국,독일",롯데쇼핑㈜롯데엔터테인먼트, 해럴드 즈워트,,,,NA,NA,NA, 릴리 콜린스, 제이미 캠벨 바우어, 케빈 지거스, 제미마 웨스트, 레나 헤디, 로버트 시한,,,,,,,,NA,NA,NA,9,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4034176500,571074,374,18273,미국,6,1,15세 관람가,130,      판타지  액션  모험  드라마 
1871,화이트 하우스 다운,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 롤랜드 에머리히,,,,NA,NA,NA, 채닝 테이텀, 제이미 폭스, 매기 질렌할,,,,,,,,,,,NA,NA,NA,6,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4015707500,569500,480,19850,미국,3,1,15세 관람가,131,    액션  드라마 
1872,애프터 어스,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), M. 나이트 샤말란,,,,NA,NA,NA, 윌 스미스, 제이든 스미스, 조 크라비츠, 소피 오코네도,,,,,,,,,,NA,NA,NA,5,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3831856167,537920,484,19867,미국,4,1,12세 관람가,100,   sf  액션  모험 
1873,사이코메트리,한국,한국,(주)씨제이이엔엠,,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,3,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3978495129,534273,429,23487,한국,0,1,청소년 관람불가,108, 드라마  스릴러 
1874,퍼시 잭슨과 괴물의 바다,미국,미국,이십세기폭스코리아(주), 쏘어 프류덴탈,,,,NA,NA,NA, 로건 레먼, 알렉산드라 다드다리오, 브랜든 T. 잭슨,,,,,,,,,,,NA,NA,NA,9,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3791349609,519584,409,17054,미국,3,1,12세 관람가,106,     모험  가족  판타지 
1875,남자사용설명서,한국,한국,(주)쇼박스, 이원석,,,,NA,NA,NA, 이시영, 오정세, 박영규,,,,,,,,,,,NA,NA,NA,2,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3606654257,507913,372,17238,한국,3,1,15세 관람가,116, 멜로/로맨스  코미디 
1876,다이노소어 어드벤처 3D,미국,"미국,영국",이십세기폭스코리아(주), 닐 나이팅게일, 베리 쿡,,,NA,NA,NA, 저스틴 롱, 찰리 로우, 앵거리 라이스,,,,,,,,,,,NA,NA,NA,12,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4140930000,507164,464,8994,미국,3,1,전체 관람가,87,  모험  애니메이션  액션  가족 
1877,무서운 이야기 2,한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 김성호, 김휘, 정범식, 민규동,NA,NA,NA, 성준, 이수혁, 백진희, 김슬기, 정인선, 고경표, 김지원, 박성웅, 이세영,,,,,NA,NA,NA,6,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3393667500,495522,337,18509,한국,9,1,15세 관람가,95,    공포 
1878,캐치미,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,12,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3293262500,480434,517,16151,한국,0,1,NA,115, 코미디   멜로/로맨스 
1879,썬더와 마법저택,벨기에,벨기에,(주)씨제이이엔엠, 벤 스타센, 제레미 드그루손,,,NA,NA,NA, 제임스 플린, 도미닉 파리,,,,,,,,,,,,NA,NA,NA,12,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3109415000,459295,422,6081,기타,2,1,전체 관람가,86,   애니메이션  모험  가족 
1880,노브레싱,한국,"한국,필리핀",(주)나이너스엔터테인먼트, 조용선,,,,NA,NA,NA, 서인국, 이종석, 유리,,,,,,,,,,,NA,NA,NA,10,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2991824739,451669,584,24912,한국,3,NA,15세 관람가,118, 드라마 
1881,클라우드 아틀라스,미국,"미국,독일",(주)넥스트엔터테인먼트월드(NEW), 릴리 워쇼스키, 라나 워쇼스키, 톰 티크베어,,NA,NA,NA, 톰 행크스, 휴 그랜트, 할리 베리, 배두나,,,,,,,,,,NA,NA,NA,1,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3385615727,449344,382,13627,미국,4,1,청소년 관람불가,172,   sf  액션 
1882,창수,한국,한국,"(주)마인스 엔터테인먼트,(주)박수엔터테인먼트", 이덕희,,,,NA,NA,NA, 임창정, 안내상, 정성화, 손은서, 태성,,,,,,,,,NA,NA,NA,11,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3146542000,429141,415,19471,한국,5,NA,청소년 관람불가,115,   드라마 
1883,명탐정 코난 : 수평선상의 음모,일본,일본,(주)씨제이이엔엠, 야마모토 야스이치로,,,,NA,NA,NA, 타카야마 미나미, 야마자키 와카나,,,,,,,,,,,,NA,NA,NA,8,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2465123000,389871,316,8196,기타,2,1,12세 관람가,107,       애니메이션 
1884,론 레인저,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 고어 버빈스키,,,,NA,NA,NA, 조니 뎁, 아미 해머, 헬레나 본햄 카터,,,,,,,,,,,NA,NA,NA,7,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2750149500,387527,401,14155,미국,3,1,15세 관람가,149,   액션  모험 
1885,스토커,미국,미국,이십세기폭스코리아(주),,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,2,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2829265174,378874,329,15590,미국,0,1,청소년 관람불가,99, 스릴러 
1886,오즈 그레이트 앤드 파워풀,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 샘 레이미,,,,NA,NA,NA, 제임스 프랭코, 미쉘 윌리엄스, 레이첼 와이즈, 밀라 쿠니스,,,,,,,,,,NA,NA,NA,3,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2886185000,350563,425,15582,미국,4,1,전체 관람가,127,     판타지  모험  액션 
1887,미나문방구,한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 정익환,,,,NA,NA,NA, 최강희, 봉태규,,,,,,,,,,,,NA,NA,NA,5,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2247017000,334323,385,16653,한국,2,1,전체 관람가,106, 드라마  코미디 
1888,차이니즈 조디악,중국,중국,롯데쇼핑㈜롯데엔터테인먼트, 성룡,,,,NA,NA,NA, 성룡, 권상우,,,,,,,,,,,,NA,NA,NA,2,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2211711500,315305,300,13432,기타,2,1,12세 관람가,128,   모험  액션 
1889,빌리와 용감한 녀석들 2,인도,인도,(주)에스비에스콘텐츠허브, 닉힐 아드바니,,,,NA,NA,NA, 캐리 엘위스, 크리스토퍼 로이드, 제인 린치, 바네사 윌리암스,,,,,,,,,,NA,NA,NA,2,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006325000,306837,289,7410,기타,4,NA,전체 관람가,82,     애니메이션  모험 
1890,주먹왕 랄프,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,12,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116917500,301436,286,7086,미국,0,1,전체 관람가,112,       애니메이션  모험  코미디  가족  sf 
1891,이스케이프 플랜,미국,미국,판씨네마(주), 미카엘 하프스트롬,,,,NA,NA,NA, 아놀드 슈왈제네거, 실베스터 스탤론, 제임스 카비젤,,,,,,,,,,,NA,NA,NA,12,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2106938679,292892,287,10331,미국,3,NA,NA,115,   액션  미스터리  스릴러 
1892,눈의 여왕,러시아,러시아,(주)넥스트엔터테인먼트월드(NEW),,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,2,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1846221000,276913,316,6528,기타,0,1,NA,87,   애니메이션  모험  가족  판타지 
1893,롤러코스터,한국,한국,(주)씨제이이엔엠,,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,10,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913087600,270148,374,14726,한국,0,1,15세 관람가,94, 코미디 
1894,헨젤과 그레텔: 마녀 사냥꾼 3D,미국,"미국,영국",(주)씨제이이엔엠,,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,2,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2122205602,269510,297,10624,미국,0,1,NA,87,       액션 판타지 
1895,파이스토리 : 악당상어 소탕작전,미국,"미국,한국",(주)에스비에스콘텐츠허브,,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,1,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1808263000,267440,298,7483,미국,0,NA,전체 관람가,80,      애니메이션  모험 
1896,장고:분노의 추적자,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 쿠엔틴 타란티노,,,,NA,NA,NA, 제이미 폭스, 크리스토프 왈츠, 레오나르도 디카프리오, 케리 워싱턴, 사무엘 L. 잭슨,,,,,,,,,NA,NA,NA,3,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1883634000,260144,342,11792,미국,5,1,NA,165,   드라마  액션  멜로/로맨스 
1897,밤의 여왕,한국,한국,(주)인벤트스톤, 김제영,,,,NA,NA,NA, 김민정, 천정명,,,,,,,,,,,,NA,NA,NA,10,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1762892500,252475,333,13286,한국,2,NA,15세 관람가,113,   멜로/로맨스  코미디 
1898,캡틴 필립스,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 폴 그린그래스,,,,NA,NA,NA, 톰 행크스, 바크하드 압디, 바크하드 압디라만, 파이살 아메드, 마핫 M. 알리, 캐서린 키너,,,,,,,,NA,NA,NA,10,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1679067434,241514,302,10623,미국,6,1,15세 관람가,134,   드라마 
1899,잠베지아: 신비한 나무섬의 비밀,남아프리카공화국,"남아프리카공화국,미국",롯데쇼핑㈜롯데엔터테인먼트, 웨인 쏜리,,,,NA,NA,NA, 레너드 니모이, 제레미 슈어레즈, 아비게일 브레스린, 제프 골드브럼, 사무엘 L. 잭슨,,,,,,,,,NA,NA,NA,12,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1579355000,232089,240,5946,기타,5,1,전체 관람가,83,     애니메이션  모험  코미디  가족 
1900,분노의 윤리학,한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 박명랑,,,,NA,NA,NA, 이제훈, 조진웅, 김태훈, 곽도원, 문소리,,,,,,,,,NA,NA,NA,2,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1658653000,225618,302,11909,한국,5,1,청소년 관람불가,110,   범죄  드라마 
1901,잡스,미국,미국,(주)넥스트엔터테인먼트월드(NEW),,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,8,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1594901136,225343,402,12017,미국,0,1,12세 관람가,122,   드라마 
1902,세이빙 산타,영국,영국,(주)영화사 빅, 레온 주센, 아론 실먼,,,NA,NA,NA, 마틴 프리먼, 팀 커리, 팜 페리스,,,,,,,,,,,NA,NA,NA,12,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1423164000,220748,297,4347,기타,3,NA,전체 관람가,84,   애니메이션  코미디  가족  뮤지컬 
1903,짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,일본,일본,롯데쇼핑㈜롯데엔터테인먼트,,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,4,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1430168500,217320,328,5977,기타,0,1,전체 관람가,111,         애니메이션  sf 
1904,송 포 유,영국,영국,(주)넥스트엔터테인먼트월드(NEW),,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,4,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1485573000,217314,317,11737,기타,0,1,NA,93,    코미디  드라마 
1905,호빗: 뜻밖의 여정,미국,"미국,뉴질랜드",워너브러더스 코리아(주), 피터 잭슨,,,,NA,NA,NA, 이안 맥켈런, 마틴 프리먼, 리처드 아미티지,,,,,,,,,,,NA,NA,NA,12,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1712751650,213869,280,6606,미국,3,1,12세 관람가,169,    모험  판타지 
1906,비행기,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,12,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1497601500,209653,408,5620,미국,0,1,NA,83,     애니메이션  모험  코미디  가족 
1907,비포 미드나잇,미국,미국,"(주)까멜리아이엔티,(주)팝엔터테인먼트", 리처드 링클레이터,,,,NA,NA,NA, 에단 호크, 줄리 델피, 샤뮤스 데이비 핏츠패트릭,,,,,,,,,,,NA,NA,NA,5,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1488770000,203940,275,9504,미국,3,NA,청소년 관람불가,108,   멜로/로맨스 
1908,응징자,한국,한국,(주)인벤트스톤, 신재호,,,,NA,NA,NA, 양동근, 주상욱, 이태임,,,,,,,,,,,NA,NA,NA,10,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1388412500,192347,305,12023,한국,3,NA,청소년 관람불가,103, 액션  스릴러 
1909,프리즈너스,미국,미국,"(주)넥스트엔터테인먼트월드(NEW),판씨네마(주)", 드니 빌뇌브,,,,NA,NA,NA, 휴 잭맨, 제이크 질렌할,,,,,,,,,,,,NA,NA,NA,10,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374330500,188084,297,7922,미국,2,1,청소년 관람불가,153, 스릴러  범죄  드라마 
1910,마이 리틀 히어로,한국,한국,(주)씨제이이엔엠, 김성훈,,,,NA,NA,NA, 김래원, 이성민, 조안, 이광수, 지대한,,,,,,,,,NA,NA,NA,1,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1286203128,183650,341,11663,한국,5,1,전체 관람가,135,    드라마 
1911,해양경찰 마르코,덴마크,덴마크,(주)인벤트스톤, 얀 라벡,,,,NA,NA,NA, 얀 라벡, 토머스 보르히 닐슨,,,,,,,,,,,,NA,NA,NA,2,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1151907000,181740,276,4674,기타,2,NA,전체 관람가,80,   애니메이션  코미디  모험 
