idx,rank,name,date,sales,sales_share,boxoffice_num,num_of_screen,rep_nation,nation,num_of_screenings,distributor,director1,director2,director3,director4,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13
234,234,엔들리스 러브,2014.3.13,"165,237,000",0.00%,"22,091",210,"3,299",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 샤나 페스트,,, 알렉스 페티퍼, 가브리엘라 와일드, 라이스 웨이크필드,,,,,,,,,,,
235,235,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!,2014.8.7,"144,062,800",0.00%,"21,939",91,954,한국,한국,메가박스중앙(주)플러스엠, 방형우,,, 양정화, 안영미, 홍범기,,,,,,,,,,,
236,236,천하무적 키코리키,2014.7.17,"149,655,900",0.00%,"21,889",186,"1,162",러시아,러시아,와이드 릴리즈(주), 데니스 체르노프,,, 최낙윤,,,,,,,,,,,,,
237,237,클라우즈 오브 실스마리아,2014.12.18,"171,434,299",0.00%,"21,607",53,824,프랑스,"프랑스,스위스,독일",(주)나이너스엔터테인먼트, 올리비에 아사야스,,, 줄리엣 비노쉬, 크리스틴 스튜어트, 클로이 모레츠,,,,,,,,,,,
238,238,초원의 왕 도제,2014.3.27,"148,292,600",0.00%,"21,424",192,"1,123",일본,일본,(주)나이너스엔터테인먼트, 코지마 마사유키,,, 하마다 타츠오미, 카케이 토시오, 히라 미키지로,,,,,,,,,,,
239,239,이브 생 로랑,2014.6.26,"166,422,300",0.00%,"21,280",53,919,프랑스,프랑스,(주)블룸즈베리파트너스, 자릴 라스페르,,, 피에르 니네이, 기욤 갈리엔, 샬롯 르 본, 니콜라이 킨스키,,,,,,,,,,
240,240,60만번의 트라이,2014.9.18,"147,541,300",0.00%,"21,239",76,"1,605",한국,"한국,일본",㈜인디스토리,,,,,,,,,,,,,,,,,
241,241,그랜드 피아노,2014.4.17,"149,337,000",0.00%,"20,961",95,"1,165",스페인,스페인,와이드 릴리즈(주),,,,,,,,,,,,,,,,,
242,242,그 사람 그 사랑 그 세상,2014.11.20,"153,085,500",0.00%,"20,868",55,992,한국,한국,"THE 픽쳐스,(주)팝엔터테인먼트", 권혁만,,, 강석우, 이광기, 최강희, 배창복,,,,,,,,,,
243,243,슈퍼처방전,2014.12.10,"148,079,000",0.00%,"19,919",144,"1,895",프랑스,"프랑스,벨기에",(주)영화사 빅, 대니 분,,, 대니 분, 카드 므라드, 엘리스 폴,,,,,,,,,,,
244,244,누구에게나 찬란한,2014.11.6,"136,184,900",0.00%,"19,865",51,"1,274",한국,한국,CGV아트하우스,,,,,,,,,,,,,,,,,
245,245,사막에서 연어낚시,2014.10.16,"148,868,500",0.00%,"19,630",92,"1,910",영국,영국,"(주)나이너스엔터테인먼트,(유)영화사 화수분", 라세 할스트롬,,, 이완 맥그리거, 에밀리 블런트, 크리스틴 스콧 토마스,,,,,,,,,,,
246,246,스페이스 독 2,2014.12.11,"121,383,600",0.00%,"19,445",108,715,러시아,러시아,(주)지어소프트, 이나 예블라니코바, 알렉산더 크람스토프, 소츠코브 바딤, 노나 그리스하에바, 마리아나 스피바크, 일리야 함초프,,,,,,,,,,,
247,247,에코,2014.10.8,"140,447,100",0.00%,"19,356",154,"1,290",미국,미국,"(주)박수엔터테인먼트,(주)필름오마쥬",,,,,,,,,,,,,,,,,
248,248,빌리 엘리어트 뮤지컬 라이브,2014.11.27,"341,114,000",0.00%,"18,615",37,637,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),,,,,,,,,,,,,,,,,
249,249,비포 : 치즈와 초콜릿을 찾아서,2014.7.10,"123,727,000",0.00%,"18,310",90,766,이스라엘,이스라엘,(주)영화사 빅, 이도 엔젤,,, 이도 엔젤,,,,,,,,,,,,,
250,250,이디야와 얼음왕국의 전설,2014.2.27,"119,493,200",0.00%,"18,179",136,987,캐나다,캐나다,(주)미디어데이, 낸시 플로렌스 사바르,,, 팀 로즌, 레이첼 르페브르,,,,,,,,,,,,
251,251,스톤,2014.6.12,"121,122,400",0.00%,"18,061",148,"1,892",한국,한국,씨너스엔터테인먼트(주),,,,,,,,,,,,,,,,,
252,252,본타: 땅콩왕국의 전설,2014.10.30,"127,508,200",0.00%,"18,022",179,933,중국,중국,(주)팝엔터테인먼트, 레오 리,,, 오뢰,,,,,,,,,,,,,
253,253,캡틴 하록,2014.1.16,"134,005,500",0.00%,"17,977",120,"1,108",일본,일본,(주)박수엔터테인먼트,,,,,,,,,,,,,,,,,
254,254,더 테너 리리코 스핀토,2014.12.31,"131,364,200",0.00%,"17,870",185,535,한국,한국,"(주)박수엔터테인먼트,(주)모인그룹",,,,,,,,,,,,,,,,,
255,255,밀리언 웨이즈,2014.6.12,"135,460,300",0.00%,"17,546",194,"2,720",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 세스 맥팔레인,,, 세스 맥팔레인, 샤를리즈 테론, 아만다 사이프리드, 리암 니슨, 닐 패트릭 해리스, 사라 실버맨, 지오바니 리비시,,,,,,,
256,256,위험한 패밀리,2014.1.22,"98,410,500",0.00%,"17,539",130,"1,551",미국,"미국,프랑스",(주)프레인글로벌, 뤽 베송,,, 로버트 드 니로, 미셸 파이퍼, 토미 리 존스,,,,,,,,,,,
257,257,혼스,2014.11.27,"137,324,715",0.00%,"17,535",166,"2,208",미국,미국,(주)팝엔터테인먼트, 알렉산드르 아야,,, 다니엘 래드클리프, 주노 템플,,,,,,,,,,,,
258,258,호비와 쿠우의 어드벤처 : 고래의 노래,2014.6.12,"116,468,000",0.00%,"17,450",54,"1,010",일본,일본,"(주)머스트씨무비,(주)머스트씨무비릴리징컴퍼니",,,,,,,,,,,,,,,,,
259,259,엘리아스: 바다의 보물을 찾아라!,2014.10.23,"119,762,600",0.00%,"17,305",199,"1,218",노르웨이,노르웨이,(주)마인스 엔터테인먼트, 리스 오스볼,,, 데니스 스토르호이, 엘리자베스 모버그,,,,,,,,,,,,
260,260,프라이버시,2014.3.20,"122,664,928",0.00%,"16,936",165,"2,147",영국,"영국,미국",(주)인벤트스톤,,,,,,,,,,,,,,,,,
261,261,산타바바라,2014.7.16,"125,565,919",0.00%,"16,626",101,"1,733",한국,"한국,미국",(주)나이너스엔터테인먼트,,,,,,,,,,,,,,,,,
262,262,오드토머스,2014.8.27,"123,233,800",0.00%,"16,555",165,"2,118",미국,미국,(주)영화사 빅, 스티븐 소머즈,,, 안톤 옐친, 윌렘 대포, 애디슨 팀린, 애슐리 소머즈, 레오노어 바레라,,,,,,,,,
263,263,가구야공주 이야기,2014.6.4,"125,582,300",0.00%,"16,439",77,994,일본,일본,롯데쇼핑㈜롯데엔터테인먼트, 다카하타 이사오,,, 아사쿠라 아키, 코라 켄고,,,,,,,,,,,,
264,264,로코왕국의 전설: 엘프킹을 찾아서,2014.6.26,"107,159,100",0.00%,"16,070",178,"1,026",중국,중국,"(주)마인스 엔터테인먼트,(유)영화사 화수분", 위성준,,, 이선호, 배정미, 임주현, 유지원,,,,,,,,,,
265,265,모스트 원티드 맨,2014.8.7,"128,156,100",0.00%,"15,785",27,603,영국,"영국,미국,독일","(주)드림웨스트픽쳐스,(주)인벤트스톤", 안톤 코르빈,,, 필립 세이모어 호프만, 레이첼 맥아담스, 윌렘 대포, 로빈 라이트,,,,,,,,,,
266,266,메멘토,2001.8.24,"123,885,000",0.00%,"15,772",67,892,미국,미국,"(주)디스테이션,(주)팝엔터테인먼트", 크리스토퍼 놀란,,, 가이 피어스, 캐리 앤 모스, 조 판토리아노,,,,,,,,,,,
267,267,물랑루즈,2001.10.26,"113,619,655",0.00%,"15,684",43,"1,087",미국,미국,"(주)프레인글로벌,이십세기폭스필름코퍼레이션", 바즈 루어만,,, 니콜 키드먼, 이완 맥그리거,,,,,,,,,,,,
268,268,웨스턴 리벤지,2014.10.30,"119,414,000",0.00%,"15,671",117,"1,933",덴마크,"덴마크,영국,남아프리카공화국",(주)영화사 빅, 크리스티안 레브링,,, 매즈 미켈슨, 에바 그린, 제프리 딘 모건,,,,,,,,,,,
269,269,극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘,2014.6.19,"104,188,000",0.00%,"15,381",235,"1,378",일본,일본,와이드 릴리즈(주), 야노 히로유키,,, 토다 케이코, 나카오 류세이, 기무라 요시노,,,,,,,,,,,
270,270,토마스와 친구들: 잃어버린 왕관,2014.11.13,"110,482,700",0.00%,"15,202",110,805,영국,영국,(주)씨제이이엔엠, 롭 실베스트리,,, 신용우, 전태열,,,,,,,,,,,,
271,271,스턱 인 러브,2014.2.20,"105,165,000",0.00%,"15,147",46,533,미국,미국,(주)앤드플러스미디어웍스, 조쉬 분,,, 릴리 콜린스, 로건 레먼,,,,,,,,,,,,
272,272,행복한 사전,2014.2.20,"117,468,600",0.00%,"15,050",25,716,일본,일본,씨네그루(주)다우기술, 이시이 유야,,, 마츠다 류헤이, 미야자키 아오이, 오다기리 죠,,,,,,,,,,,
273,273,"하늘을 나는 강아지, 비포와 친구들",2014.3.13,"100,643,400",0.00%,"14,971",142,905,이스라엘,이스라엘,(주)팝엔터테인먼트, 이도 엔젤,,, 김성연, 조경이,,,,,,,,,,,,
274,274,세이빙 산타,2013.12.19,"96,860,000",0.00%,"14,936",103,797,영국,영국,(주)영화사 빅, 레온 주센, 아론 실먼,, 마틴 프리먼, 팀 커리, 팜 페리스,,,,,,,,,,,
275,275,쿼바디스,2014.12.10,"112,982,900",0.00%,"14,890",16,438,한국,한국,"주식회사 단유필름,주식회사 푸르모디티", 머빈 르로이,,, 로버트 테일러, 데보라 카, 리오 겐, 피터 유스티노프,,,,,,,,,,
276,276,봄,2014.11.20,"111,094,100",0.00%,"14,780",112,"1,495",한국,한국,필라멘트픽쳐스,,,,,,,,,,,,,,,,,
277,277,피노키오의 모험,2014.9.18,"106,921,300",0.00%,"14,768",56,552,독일,독일,(주)소나무픽쳐스,,,,,,,,,,,,,,,,,
278,278,버진 스노우,2014.12.10,"111,276,354",0.00%,"14,764",126,"1,650",프랑스,"프랑스,미국",(주)영화사오원, 그렉 아라키,,, 쉐일린 우들리, 에바 그린, 크리스토퍼 멜로니, 실로 페르난데즈, 가보리 시디베,,,,,,,,,
279,279,런치박스,2014.4.10,"109,941,000",0.00%,"14,660",40,945,인도,"인도,프랑스,독일",(주)팝엔터테인먼트,,,,,,,,,,,,,,,,,
280,280,피막,2014.9.25,"109,853,400",0.00%,"14,609",170,"2,187",태국,태국,와이드 릴리즈(주),,,,,,,,,,,,,,,,,
281,281,테레즈 라캥,2014.7.10,"108,744,700",0.00%,"14,398",48,950,미국,미국,판씨네마(주), 찰리 스트레이턴,,, 엘리자베스 올슨, 오스카 아이삭, 톰 펠튼, 제시카 랭,,,,,,,,,,
282,282,중2병이라도 사랑이 하고 싶어! 극장판,2014.2.6,"90,261,500",0.00%,"14,064",32,548,일본,일본,(주)머스트씨무비, 이시하라 타츠야,,, 우치다 마아야,,,,,,,,,,,,,
283,283,프로즌 그라운드,2014.2.6,"104,668,500",0.00%,"13,979",88,"1,295",미국,미국,(주)박수엔터테인먼트, 스콧 워커,,, 니콜라스 케이지, 존 쿠삭, 바네사 허진스, 라다 미첼,,,,,,,,,,
284,284,캐치미,2013.12.18,"103,029,500",0.00%,"13,692",51,713,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,,,,,,,,,,,,,,,,,
285,285,그 사람 추기경,2014.8.6,"93,707,100",0.00%,"13,448",43,775,한국,한국,주식회사 마운틴픽쳐스, 전성우, 황인준,, 김수환,,,,,,,,,,,,,
286,286,황금시대,2014.10.16,"98,582,100",0.00%,"13,371",58,958,중국,중국,판씨네마(주),,,,,,,,,,,,,,,,,
287,287,몽상가들,2005.3.25,"102,390,204",0.00%,"13,329",23,695,프랑스,프랑스,"찬란,오드", 베르나르도 베르톨루치,,, 마이클 피트, 에바 그린, 루이 가렐,,,,,,,,,,,
288,288,조난자들,2014.3.6,"101,958,500",0.00%,"13,190",46,"1,219",한국,한국,(주)씨제이이엔엠, 노영석,,, 전석호, 오태경,,,,,,,,,,,,
289,289,할리데이,2014.10.16,"96,600,000",0.00%,"13,073",147,"1,921",영국,영국,(주)영화사 빅,,,,,,,,,,,,,,,,,
290,290,세이빙 미스터 뱅크스,2014.4.3,"101,282,300",0.00%,"12,957",56,"1,354",미국,"미국,영국,호주",소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),,,,,,,,,,,,,,,,,
291,291,시선,2014.4.16,"92,023,000",0.00%,"12,950",112,"1,696",한국,한국,(주)나이너스엔터테인먼트,,,,,,,,,,,,,,,,,
292,292,아바타 정글의 비밀,2014.3.27,"86,145,900",0.00%,"12,876",162,846,중국,중국,(주)팝엔터테인먼트, 쉬커,,, 장안치, 리정샹,,,,,,,,,,,,
293,293,디태치먼트,2014.5.8,"96,249,900",0.00%,"12,733",41,"1,013",미국,미국,(주)프레인글로벌, 토니 케이,,, 애드리안 브로디, 마샤 게이 하든, 크리스티나 헨드릭스,,,,,,,,,,,
294,294,유아 넥스트,2014.8.7,"104,015,900",0.00%,"12,714",78,723,미국,미국,㈜영화사 백두대간, 애덤 윈가드,,, 샤니 빈슨, AJ 보웬, 조 스완버그,,,,,,,,,,,
295,295,사다코 2,2014.3.13,"92,668,200",0.00%,"12,696",100,"1,246",일본,일본,(주)미디어데이, 하나부사 츠토무,,, 타키모토 미오리, 세토 코지,,,,,,,,,,,,
296,296,로미오와 줄리엣,1996.12.28,"84,831,500",0.00%,"12,679",47,"1,208",미국,미국,"이십세기폭스코리아(주),(주)프레인글로벌",,,,,,,,,,,,,,,,,
297,297,르누아르,2014.2.13,"88,968,900",0.00%,"12,273",22,716,프랑스,프랑스,프리비젼엔터테인먼트,,,,,,,,,,,,,,,,,
298,298,피쉬와 칩스 극장판,2014.3.6,"81,116,400",0.00%,"11,910",158,728,호주,호주,"(주)마인스 엔터테인먼트,(유)영화사 화수분", 댄 크레치,,, 존 레귀자모,,,,,,,,,,,,,
299,299,현기증,2014.11.6,"79,449,300",0.00%,"11,785",71,"1,300",한국,한국,메가박스중앙(주)플러스엠,,,,,,,,,,,,,,,,,
